unxl watch list small flag volume ave full day good volume,1.0
poised clear next resistance buy add area watch action volume closely,1.0
watch list slightly line day ema light volume ave full day,1.0
took profit add break volume,1.0
looking small risk position call scalp maybe swing xle watch,1.0
onty if holder would hold raise ask could really pop going climb slowly regardless,1.0
moving volume couldnt cope descending trend line trend still perhaps impossible,0.0
ema continue work making lower high macro sense,0.0
went short spy yesterday picked instead still think market need move bit resume move upside,0.0
people realistic market undecided apple earnings lift cloud if might really see reversal,0.0
will watch close carefully decide whether long short below short,0.0
keep eye triangle big short int report feb cup handle dtl long,1.0
sold little goog first time,1.0
nice cup handle breakout lmca,1.0
spy giving finger we care anymore lol,0.0
the smith corona ok,1.0
val long trailing stop stop,1.0
alert update last minute push tried shake put hanging,0.0
volume higher today monday keep mind,0.0
hub long trailing stop prior stop,1.0
the key panic domain twitchy day trader robot long term hold fundamental,1.0
hour love see vol explode,1.0
vrng take hard look settlement patent making play nice vrng make sense,1.0
worried gone call door step nearly move,1.0
vrng crazy anyone listens trade tool,1.0
make offer shave offer price bid went matter month,0.0
answer question entry add red candle today love flag,1.0
lot bid feb call might push stock create support delta option,1.0
wpi short candidate list missed got started short today,0.0
short sma stop high day first target second target gap fill,0.0
introduces streamboost average home connects seven device internet,1.0
love see momo next week like previous histogram bar noted,0.0
hma unusual option activity trader buy k jan put short term bear play,0.0
option trader buy feb bet stock feb th,1.0
look bullish must stay closing basis monthly eps say,0.0
sqnm watch list line volume ave full day,1.0
ticking seller usdjpy already,0.0
wow nice accumulation today heavy,1.0
fat juicy short back lower level close gap,0.0
nice bounce sma look ready test recent high,1.0
hma looking headed higher,1.0
spf looking headed higher lower rate,1.0
xlf hod hungry stock spy,1.0
look good heading next week,1.0
know ipad mini stock everywhere going different store none em stock,1.0
a goog explodes aapl implodes minute vid year ago mark nailing subject,1.0
kkd krispy kreme doughnut inc icr xchange conference live et,1.0
picked pullback due downgrade held support close week first pt,1.0
picking one calling kkd next food company make like run twenty,1.0
still show red dead renko view box size,0.0
renko view box size showing potential break,1.0
renko view showing red dead need long le short,0.0
renko view box size very bullish coal stock confirming move rail,1.0
and renko w box size look like failed breakout,0.0
at bullish fin rate low the fed put,1.0
use lagging indicator lagging stock,0.0
b bull flag heavy vol retest support today light vol short float,1.0
gap close continues base rsi rising nice pickup w stop major support pt,1.0
financials continue ripping easy money approaching pt,1.0
follow throughs dma crossing dma trading great setup,1.0
yeah made easy profit slashing job close win win sale,0.0
new buy today watch list well unxl son sqnm total trigger week big week,1.0
earththis kind stuff make u perk sorry go bullish five wave,1.0
can say brainier long stock feb collar protection,1.0
anyone say much svu would go even deal go not sure much upside left,1.0
bounce continues stock cleared sma level long,1.0
momentum picking w macd climbing rsi rising obv indicator made new higher high week,1.0
obv moving upwards mean big money moving stock slowly long,1.0
aapl daily see note,1.0
long strong resting basing room upper bolly absorb day atr,1.0
judge dismisses massachusetts state automobile dealer association lawsuit,1.0
trending appear slow yet it prudent take profit time,1.0
look like fired sell signal friday may trade short tick friday low work utility later,0.0
coh also got rejected cloud still slight uptrend past buy enters cloud,1.0
yum look good cloud stop either sma cloud target sma,1.0
qihu some idea next week favorite setup,1.0
no position would like see breakout prefer consolidation though,1.0
time contraction test week wed long jan th put spread,0.0
alxa over sold oscillating range indicator suggest buy price hold prev close increase volume,1.0
holding check bullish macd cross bbg eni sfy xle xop,1.0
jdsu beautiful trend bring dip buyer,1.0
ko trouble staying day sma past week could short higher stop,0.0
mako red day monday break support could test old low,0.0
after hour most advanced optr mako jdsu prxl lf,1.0
simple fibonacci projection close,1.0
the pipeline partnership uni pretty much sum,1.0
data company retailer new post,1.0
trading environment favor long side don stay welcome too quality leader armh,0.0
amazing run since think,1.0
tale two stock spy,1.0
ford powerful bullish pattern dictate price direction,1.0
descending triangle lower high didn participate well rally overbought,0.0
vmed know prefer day pullback reverse maybe mon tuesday flag break sup,1.0
just kidding legible version currently long tweeted friday,1.0
ford perform well due hurricane sandy destruction palladium well pall bank buy pick,1.0
buy pullback bigger pullback,1.0
wish would die already like newspaper told ftw,1.0
think heading back check support,0.0
sndk pattern looking interesting can successfully break gap time around,1.0
time high pre market aapl still plunging interesting trading day,1.0
see risk bearish momentum divergence resolve spx spy stock,0.0
onxx strong price vol expansion friday possibly looking higher price another biotech level,1.0
momentum building upside on watch,1.0
watch list also fast move today volume ave full day usually tiny volume,1.0
green weekly triangle hero updating,0.0
min pullback breakout watching position,1.0
zlcs almost hit stop loss glad see heading back,1.0
closed short nice gain,0.0
beautiful uptrend since june never broke higher high higher low trend,1.0
the awesome trendline ever since,0.0
unxl largest watch list gainer new buy friday biggest mover today protect gain,1.0
green weekly triangle updating,0.0
ak corrected pphm largest watch list gainer today though gapped big open,1.0
positive close today bullish looking possible long set,1.0
possible long today want play jpmorgan biotech conference,1.0
showed friday upside orange dot traget hit morn red dot,0.0
breaking key downward channel level likely move much higher,1.0
must follow young man data company retailer new post,1.0
ovti downgrade sept th q looking good next filing q end feb,0.0
option trader sell k call spread march big bet stock march expiry,0.0
option trader bet bad earnings selling jan buying jan could hedge stock both trade low,0.0
q operational cash flow negative million million decline v q,0.0
mo operational cash flow negative million million decline v mo,0.0
red weekly triangle updating,1.0
first trade coming back vacation hot short stop,0.0
breaking new wk high decent base,1.0
horseman high beta momo chase gmcr slammed bit advanced tell new year party mrkt,0.0
pnra look like solid set,1.0
amazon break adjusting split via,1.0
financials xlf driving mkt higher today weak ish except st time little red flag,0.0
live broadcast got long signal pcln covered discount buy need push,1.0
volume go big boy grabbing stock higher price come,1.0
high seen since september,1.0
gold stock contest w silver w will ddaif call win,1.0
pick higher price week both breaking considerable volume,1.0
eceryone want piece pcln gorwth magic stake high innovation fast marketing stake high,1.0
scheplick it easy short buy ipad mini tax prep book border rackspace time,0.0
might open position today cup handle make one fly quickly,1.0
trying make move getting interesting,1.0
strong follow thru day breaking new high last friday confirmation solid,1.0
new high looking higher price,1.0
strong breakout new high today x daily avg volume look good upside,1.0
cheap financial stock trying b would like see pullback consolidation first,1.0
short paranoid every close buyout come night aapl msft goog amzn etc dominate webtv long nflx,1.0
a last session last hour buyer back money need put work money flow spy,1.0
the stock telling u anything new trend saying lot this er anticipated year,1.0
all rax setting spy,1.0
green weekly triangle sell short,0.0
green weekly monthly triangle updating monthly,0.0
green weekly monthly triangle updating,0.0
is great level close,1.0
short term outlook possible scenario bullish,1.0
barclays upside case year end price target based x cy revenue upside estimate quite achievable,1.0
conservative swing bouncing nicely support w volume mcp aggressive swing however strong probability,1.0
time bird fly south,0.0
technical positive continued climb rsi obv macd look good,1.0
b like base action spot declining vol ripe pop,1.0
b price rejected today also high,1.0
hway b nice base spot,1.0
yum premarket cloud support,0.0
multi day downswing favored see demand zone spx spy stock,0.0
making sale buyer weakness look like game,1.0
finl mo operational cash flow decline million v prior yr first mo decline,0.0
q operational cash flow turn negative,0.0
st negative operational cash flow quarter since quarter novemebr,0.0
q operational cash flow negative million decline million v q decline,0.0
bid hit aapl expecting least move today,1.0
q operational cash flow billion million increase v q increase,1.0
fio nothing air stock,0.0
daily fade motion people want still work,0.0
catch hot link totally hook morning many great read macro,1.0
ihs year end operational cash flow declined million v decline,0.0
watch xlf lod closely,0.0
unit cost see bounce,1.0
little whip pop drop go one purchase avg day limit exposure portfolio,1.0
get short someone big must exiting imo sitting put,0.0
if like gag new american socialism enjoy video courtesy,0.0
mr florida hope well you trade past im asking do like looking fill gap,1.0
die already lampert know sh t running retail he bought sears property,0.0
wnr long trailing stop prior stop,1.0
short trailing stop prior stop,0.0
nice base building test hod afternoon setting nicely follow thru tomorrow tradeoftheweek,1.0
million share almost x avg daily vol think one day story gap plenty rm run imho,1.0
eddie lampert trick pony,0.0
let angry anecdotal comment begin why still think blackberry rim doomed rimm,0.0
think putting long term bottom course could wrong look like,1.0
price alert go desk,0.0
ggr delisted soon typicall pump dump story last month careful one day trade mil next day ur stuck,0.0
tso option trader buy k feb million bet stock feb exp could hedge,0.0
stop honored so now must become bearshitter,1.0
cybx keep consolidating near time high,1.0
the sentiment stock change blink eye not faint heart still long term bullish,1.0
mcp bottom strong resistance under level short breakout chance,0.0
win lawsuit announces dividend reinstatement,1.0
buyout coming sure seems strong late,1.0
biggest mistake made day sticking gut reversal solars sticking watchlist ldk stp kog,1.0
my instinct spot still think hit wk still want stick morning watchlist chase,1.0
rax look good higher price,1.0
conference tomorrow guess hit,1.0
hearing pjco cautious following comscore data following weak december overall q traffic again turn negative,0.0
use pullback initiate quick trade invest long keep stop tight sell armh nsm,1.0
piper jaffray making negative comment red box comscore q data weak redbox netflix,0.0
maybe good time buy ltd level appears holding key support level,1.0
option trader buy jan call spread low indicating entering position bet data bef jan,1.0
go kid college fund,1.0
option trader take profit feb selling k k rolling position feb buying,0.0
green monthly triangle net profit,1.0
so far good regarding apol earnings strategy far soon call win though,1.0
doe hold key spx when earnings spx mo later,1.0
my call week apol,1.0
like spin operational cash flow,0.0
apol q operational cash flow million million decline v q decline,0.0
red weekly triangle net profit,0.0
avg coiling breakout new high set buy stop slightly recent high,1.0
jemberlin number good swing personally hate,0.0
spy spx green hedge star model next stop spx lower,0.0
swhc look like ban large capacity magazine hurdle purchase table politician wa evening news,1.0
aa q operational declined v q decline pr spin say higher q note q le q,0.0
closed sma barely rd time since oct eps way watch volume,1.0
pwer crazy green weekly triangle short long,0.0
wlt huge seller today check daily hold loooks good swing,1.0
alj over good volume,1.0
cybx broke time high accompained strong volume suggesting higher level,1.0
onty look poised bounce bottom rsi starting turn macd crossing signal,1.0
still trading within uptrend channel short term uptrend still intact still bullish,1.0
vivus reportedly say acquisition inevitable talking deal reporter j morgan,1.0
one longest growth stock holding ever month counting,1.0
fio bouncing morning short interest still nothing air till,0.0
tol doji yesterday could mean another lower high wait close cloud going short,0.0
setting nicely in strong building construction product group along,1.0
tlab like one real reason new contract picking slack small cell tech software a service,1.0
buy signal triggered u,1.0
option trader buy k aug k bet stock aug expiration could stock hedge,0.0
new high still holding need volume,1.0
perfect day reversal candle daily,0.0
volc actually triggerd yesterday closed back line today itstrying vol,1.0
wfm added small prefer level lay short,0.0
watch list broke flag today also top line volume full day ave,1.0
descending triangle avg volume,0.0
broke bear flag upside lot short understand momentum caught study,1.0
maybe share outstanding short million operational cash flow ttm trading bil mkt cap,0.0
operational cash flow declined ttm v ttm,0.0
covering wac short looking lower got book,0.0
option trader buy put spread april strike could big bet move stock hedge,0.0
hour nice bounce richard,1.0
nice inverse head shoulder well nice pullback support previous box breakout,1.0
hate average end screw good,0.0
nice run entry moving stop breakeven,1.0
red weekly triangle net profit ugly waiting month,0.0
clwr clearwire corp large trade put show bearish interest despite bid,0.0
apol strong push support w volume,1.0
watch list slipped line watching volume full day ave,1.0
the bearish thing seen week good overall market spy,0.0
bullish sell always buy bearish market buy sell unxl,0.0
volc watch list added tuesday run day ema vol increased,1.0
getting breakout yest holding today presenting conf today est,1.0
trade idea buy esc target cut,1.0
decision coming soon expecting break looking rsi macd trix,1.0
just small dose reality,0.0
option trader close feb selling k k open position feb selling k hard bid v,0.0
six year ago apple introduced iphone world do remember aapl sixyearsold,1.0
went long look like ready make move w breakout consolidation,1.0
dec initiated buy wonder still buy day,0.0
reached rsi crash near,0.0
susq pulling back suspected luckily sold near re tweeted watching get bck,1.0
the day ipo tripled position ipo priced never touched since probably best stock move ever,1.0
if support broken hesitate sell lot downside for favor longs,1.0
leader lead on side question even broken since week medium outlook look bright,0.0
green weekly triangle scaling,0.0
intel tobacco stock interesting read analogy intel guess dividend tasty intc,1.0
green weekly triangle fnfg scaling,0.0
swy inside day held sma rsi holding look like counter trend move,1.0
despite weakness spy fill day gap reversed mere away every stock outperforming day,1.0
wpi buying look counter trend possible bear wedge wont happy close day sma evaluate,0.0
eps estimate slashed squeezed stock crash land looking low,0.0
tso wa long crack spread say low short good short,0.0
no pain gain stay mostly higher go low,0.0
geoy should trading share worth share dgi x,1.0
good info thing rip,1.0
name like skypeople fruit juice spu going next wait see,1.0
consolidating high gap support immediately price,1.0
beav setting possible higher price,1.0
new post could peter lynch stock,1.0
fsc go ex dividend tomorrow paying monthly per share next payment jan st yield,1.0
dtradingtrader mio expend race offer,0.0
mcp performing expected many red flag raised one last month many could say told,0.0
swy wsj cerberus supervalu strike deal source may put bid swy,1.0
sell short dmnd bbg tlm eroc xco vlccf pq pstr lpr kcg pacr,0.0
daily pop vomit motion,0.0
mcp catch knife think survive define risk buy january leap option forget till,0.0
rprx long moved trailing stop stop,1.0
see min candle row far,0.0
go red amazing many time pattern repeat,0.0
u miss still going lower mcp,0.0
making new higher high macd bullish cross obv trending upwards time fill gap,1.0
back full size position,1.0
triggered tues gapped wed today think take profit,1.0
goodbye acting weak never liked anyway,0.0
likin neg dvrgnce hammer today goin quadruple bottom still longs w stop,0.0
wait setup look like retest sure,0.0
mcp lot red flag abruptly fired without permanent replacement got attention,0.0
wait see w school the airport location generally packed good news,1.0
long call expire tomorrow need greedy expiring tomorrow,1.0
trimmed short exposure level,0.0
lower high lower low intraday big near term support,0.0
the cult apple dying,0.0
look basing breakout could touch bottom triangle though,1.0
look volume very nice call do,1.0
took long exposure area still bullish lt look stock rip n dip rhythm want dry powder trade,1.0
sweet money need another scaling sell short,0.0
man call option cheap,1.0
short yhoo to down to go lololol,0.0
lost holding first opened recouped buying,1.0
te new short board utility sector,0.0
tr r x nice face check next green weekly triangle sell short,0.0
yea one whole portfolio scale always fix cost ending profit,0.0
out waiting pullback one today,1.0
moving pivot today bullish tomorrow,1.0
getting attention showing strength might actually jump,1.0
spy spx hold breakout future,0.0
someone catch leak news,1.0
wfm getting much lift rally looking like possible bear flag adding short,0.0
red weekly triangle hek net profit,0.0
cash never listen siren say keep ur trade overnight gapup never promise,1.0
usdjpy no breakout close risk rally equity trader front ski earnings spy spx,0.0
market underperform day thanks position staying long printing kept green more upside come,1.0
green weekly triangle hek sell short,0.0
solar market rise percent deutsche bank predicts,1.0
nice huge volume breakout today,1.0
the price action saying going die earnings it multiple chance break,1.0
bulish announce increase holiday sale,1.0
nice move dma nice base structure daily weekly pattern,1.0
ocz ce la vega nevada january th th progress,1.0
rt game readyscoregoals this company get canadiangrown,1.0
tell everyone that nice looking diverse list week high wag,1.0
alarm bell ring investor red flag highlighted detailed well researched article,0.0
marketing chief phil schiller resort cheaper iphone expand market share reuters,0.0
squeeze squeeze slow grind higher continuing spy better deliver good tomorrow,1.0
it always come back,1.0
yhoo cramer kiss death thanks bro can get jdsu cramer nudge kifmonster,0.0
held long term resistance caught range,0.0
zlc over good volume,1.0
spx spy star hour,0.0
doji like candle close today may signify possible retracement fib level watching closely bull run,1.0
swhc continue accumulate mar call pull back,1.0
isi continued volume go much higher easy big green move,1.0
tso don fooled one day move esp large drop trend stop say still good,0.0
decent base look poised break,1.0
let wkly call go very green red not good but hold,1.0
tso attached show fib old resistance stopping upward move will stay,0.0
cgi love trucking co bought pullback,1.0
best play samsung snapdragon anti play best tech play,1.0
another view w blue sky,1.0
student debt trillion dollar bubble,0.0
approaching key resistance level break could accelerate stock price,1.0
uptrend since july thursday break suggests continuation upmove,1.0
bullish macd cross along bullish rsi action matter time take,1.0
failed break uptrend continues,1.0
with financials xlf already ytd well fargo might deliver moon today expectation,1.0
one small step send cable back quality content exclusive can wait return ad,1.0
system win best ce award cubex printer,1.0
compq spx gld slv characteristic successful trader,1.0
lnkd two breakout stock watch list today buy high sell higher,1.0
msft take gap fill jan,0.0
morgan stanley hit our st bull signal target called dec,1.0
cash flow distress that sound good downgrade sell,0.0
market wrap video addition watch list including aegr ipxl onty qihu str xxia,1.0
far good premarket if average help could get today,1.0
think new mutual fund money going,1.0
moving darvas box keep eye volume,1.0
open new position new uptrend starting,1.0
it effect should half hour moderately bullish,0.0
trend outsourcing workforce extremely strong especially medical industry lot room grow drogen,1.0
climb ish took small step backward wedge forming breakout imminent,0.0
hate reducing position today just getting big portfolio still bullish,1.0
would healthy desirable eventually put little handle shakeout climb present pivot study,1.0
red weekly triangle mhr net profit,0.0
time put warming lamp get heat languishing,1.0
green weekly triangle mhr sell short,0.0
average trading lagging actually near low not want see strong support,0.0
losing mkt share jdsu tl looking much lower price will miss earnings,0.0
think go green point today,1.0
so much topping action shorting shorting stop like trade lot,0.0
talking low priuced stock flying buy tuesday gain way overbought,1.0
wpi whoopie stock nickname,0.0
developing huge cup handle pivot,1.0
call volume spike ahead earnings,1.0
anyone noticed huge volume today if thing push today might runner next week,1.0
mcp crater management tell u biz suck sort red flag people call bullish bottom delusionnal youondrugs,0.0
day today take look green day row since dec th now rip tear,1.0
str watch list lien bit volume full day average,1.0
green day row far new high yet today,1.0
not looking sustained upward momentum next friday option expire too much interest holding,1.0
hate analyst they scrap beautiful day,1.0
the big setup early next week it probably run earnings market expects huge number report feb long,1.0
holding level beautifully today cup handle september january good market break,1.0
trying break line finding support sma likely need gld hold,1.0
lf possibility market close much power hood,1.0
dell approaching next level short back lower fib old,0.0
lf level ii easing bit still allowing possibility late day run,1.0
gtat healthy pullback low volume nice run heavy volume positive macd divergence long,1.0
tlab alexcampbello this street see hence lower go,0.0
sold anr keeping position overnight,1.0
get pricing wanted added short close,0.0
market looking strong think financials catapult spx towards next week,1.0
demand breast implant time high good bad economy old wallstrip,1.0
offhand includes growth ryl spf itb fxi,1.0
wk perf stock invn lnkd ntsp rax,1.0
lnkd stormed back week gain dog week,1.0
cstr found support ema under sma tho look short ema add cloud break,0.0
pnra missed one yest short side short sma,0.0
lnkd following lead run resistance,1.0
although sound random earnings like week spx next mo,0.0
lo short setup signal fire like sma reject weekly monthly time frame look like weakening,0.0
rimm didnt come xmas take next xmas take share smart well timed,1.0
shadowtrade think fair analogy vhs beat beta le expensive,0.0
pcln bull flag pennant,1.0
dndn nice vol expansion friday may worth watching buck,1.0
so used border called showrooming hope work nature retail changing,0.0
trend remains giving another sell signal,0.0
super cheap stock appears getting ready fill gap current price nice name,1.0
jmixer since jan green weekly closed long broker share borrow,0.0
jmixer wait charge weapon,0.0
ddd nice st pennant pattern look breakout,1.0
korea hot stock lg display fall talk apple order cut,0.0
sigh continue keep love see rebound negative news,1.0
rimm apple reduces component order iphone weak demand wsj say party over,0.0
today could day break rest market care change divorce spy,1.0
the thing ask today day buy feb put,0.0
short covered blow system would route nysearca est offerd,0.0
well done short aapl friday gutsy got news needed,1.0
great long term buy ignore noise,1.0
thank pricing fire nov let phone wireless service customer,1.0
acting well added back,1.0
bearish news bottom or the start new downleg,0.0
momentum it better buy close might push quickly,1.0
green monthly triangle chtp net profit,0.0
pcln wait close get involved name and watch volume confirm uptrend continuation,1.0
still good low risk reward short descending trend line core short bear call,0.0
coh close extremely bullish watch,1.0
heading back imo fund loading,1.0
swing trade protecting profit,0.0
remain convinced either apple stock another five year sold already there middle ground,1.0
long break even earliest sell dividend hike happens right fy eps,1.0
aapl symmetrical triangle min looking topside breakout,1.0
drop since sep b c concern maybe bump android phone sale mathfail oversell,1.0
aapl long per earlier tweet topside breakout,1.0
appears dragging spy stockaction,0.0
snta ripping today even lux setting new time high,1.0
breaking friday high strong continuation higher likely next resistance,1.0
look long dell fixing miraculously done dell not xlk,0.0
going interesting see pop squeeze jan rd see positive report,1.0
week later stock trending bullish shale play rds,1.0
the rare earth business fundamental terrible right mcp sort issue top compelling,0.0
xraystocktrader great dividend pay continued upside eager see next acquisition,1.0
krisanti mentioned sent reminder,0.0
drug back lance gone large cap health well both hit new week high morning,1.0
marc benioff ha swagger but what about that income statement,0.0
green weekly triangle shor updating,0.0
triggering buy price nice min candle need build intra day momentum,1.0
watch list briefly went line puled back volume ok full day average,1.0
xxia min found helpful watch period ema pink using gap rule protect profit,1.0
fill upside gap within hr take eternity close downside gap environment clearly bearish,0.0
higher volume way news pump stock sound bullish,0.0
student nobiano made roi trade great sir,0.0
say might double money closed end fund year twitter pull good ipo,1.0
lf buy imo that price target feb option,1.0
triple bottom rare this third time traded near last month still many fanboys,0.0
call are happy now,1.0
trading multiple load freaking boat,1.0
awesomeness monday link swapping risk around financial blogosphere via jo uga,1.0
going private new going public dell,0.0
live look strong breakout play,1.0
mush mush mush c mon mon,1.0
retail drill raise question xly xrt rth spx spy,0.0
lf coiling hard right,1.0
si alcanza los reconfirmaci n de la tendencia que lleva la sesi n provechando el rally alcista de final de sesi n,1.0
dell x vol many people gonna lose butt buyout,0.0
think way many people bought dip know aapl plan equal mess,1.0
jeff bezos wonderful day usual thin bastard amzn,1.0
let see say goodbye today,0.0
totally helped beat revenue yoga bore western world bore well doritos,0.0
why take index it holding everyone back slacker,0.0
dell would fill huge gap lol good luck,0.0
ssys website investor relation page us morningstar stats quote mkt cap statistic wrong r share way,0.0
share drying accumulation continues daily technical indicator bullish,1.0
clearing nice base drug pjp spx spy,1.0
error morn data updated share outstanding equal million million mkt cap bil bil,0.0
stumbled upon data discrepency on yhoo ssys website say share really share,0.0
snts getting put open really pleased decision came hour allows much better entry position,0.0
would start trade second line starting,1.0
riding extended based bolly deviation right room upper bolly,1.0
need hold could see lower price earnings within couple wks,0.0
load every dip everyone want,1.0
hit hedge fund margin leverage highest level since the question many hedge fund blew today,1.0
perking despite general market weakness one better risk reward long setup long,1.0
nice early action watch,1.0
perking very strong specialty chemical stock,1.0
want go higher xlf spy,1.0
dell outside bbands believe pull bit,0.0
want buy lower hourly showing improvement added long,1.0
tol finding support top cloud,1.0
zlcs broke last week held well pulling back low volume keep eye possible breakout,1.0
new blog post momentum monday dip buyer missing market mojo,1.0
so sure everyone short make money everyone going jump market crash debt ceiling perfect,0.0
great move guggenheim hiring ex interim yhoo,1.0
pretty strong intraday support still support break,1.0
apkt back get interesting,1.0
don look clearing time high th time charm,1.0
erased opening drive still plenty room let consolidate,1.0
nice fast move low,1.0
again mkt cratering thru huge psychological level tell tape strong spy dontbeshort,1.0
remember holding important break continuation watch long add break yesterday high,1.0
hero beautiful flag forming eventually,1.0
sell short scaling next level,0.0
study these reason why apple failed where it going study,0.0
growing cash cow eoy xlk technology,1.0
path see real company new drug approval value lost shorters manipulation,1.0
watch list set well yesterday today line volume ave full day,1.0
alj watch list triggered cent yesterday continues today volume,1.0
aapl going level aapl trade today daytrade long side first quarter buy,1.0
reason try get cute try aapl long stick trend rev hold,0.0
anr confirming nicely today seeing double bottom daily pushing day moving average good action,1.0
tlab mikel williams helped acquisition viasystems group dennis strigl use verizon com verizon wirless,1.0
flipping trade point never got meaty trade still obviusly long chipping away,1.0
