2018-08-09,promising news company soon make major move selling medical cannabis canada,1.0,1.0,0.213
2018-08-09,march nxttf officially received medical cannabis production license health canada become licensed producer wholly owned subsidiary cannmart,1.0,1.0,0.05
2018-08-09,leader huge upside growth potential legalization medical recreational marijuana continues expand nxttf one best positioned company,1.0,1.0,0.487
2018-08-09,big catalyst nxttf coming month anticipated approval health canada medical sale license,1.0,1.0,0.22
2018-08-09,speaking revenue company recent financials released toward end july top line grew quarter last year,1.0,1.0,0.114
2018-08-09,company recently purchased findify ab leading artificial intelligence software company,1.0,1.0,0.256
2018-08-09,use ai set nxttf apart competitor keep leader marijuana e commerce,1.0,1.0,0.05
2018-08-09,article printed investorplace medium http investorplace com namaste technology could amazon pot,1.0,1.0,0.134
2018-08-09,arkansas based company dominated low mid priced retailing generation,1.0,-1.0,0.208
2018-08-09,amazon nasdaq amzn resource compete walmart expanding network partner allow provide greater range product,1.0,1.0,0.357
2018-08-09,pioneer cloud computing amazon ability develop highly sophisticated profile user target specific effective advertising,0.0,1.0,0.524
2018-08-09,walmart stock microsoft partnership walmart taking retail world storm early microsoft nasdaq msft becoming first great company internet age,0.0,1.0,0.186
2018-08-09,alliance expected greatly improve walmart cloud computing ability,0.0,1.0,0.478
2018-08-09,retailer say migrate significant portion walmart com samsclub com microsoft azure cloud computing platform service,1.0,1.0,0.114
2018-08-09,company spent eye popping billion controlling stake india flipkart,1.0,1.0,0.05
2018-08-09,one element weighing heavily company favor relatively modest price earnings ratio currently around,1.0,1.0,0.184
2018-08-09,article printed investorplace medium http investorplace com walmart stock still buy,1.0,1.0,0.05
2018-08-09,ft lvl amazon cool name princess char acc gear account unrigistred add email account bin lmk,1.0,1.0,0.222
2018-08-09,lisa pomrenke aug th brick kyle associate cut stake amazon com inc,0.0,-1.0,0.152
2018-08-09,institutional investor owned share e commerce giant stock selling share period,1.0,1.0,0.355
2018-08-09,amazon com comprises approximately brick kyle associate portfolio making stock largest position,1.0,1.0,0.134
2018-08-09,brick kyle associate holding amazon com worth recent filing sec,1.0,1.0,0.31
2018-08-09,lee financial co boosted position amazon com first quarter,1.0,1.0,0.375
2018-08-09,lee financial co owns share e commerce giant stock valued buying additional share period,1.0,1.0,0.422
2018-08-09,purchased new stake amazon com fourth quarter valued,1.0,1.0,0.434
2018-08-09,taylor hoffman wealth management purchased new stake amazon com fourth quarter valued,1.0,1.0,0.464
2018-08-09,mark sheptoff financial planning llc boosted position amazon com first quarter,1.0,1.0,0.318
2018-08-09,mark sheptoff financial planning llc owns share e commerce giant stock valued buying additional share period,1.0,1.0,0.378
2018-08-09,institutional investor company stock,1.0,1.0,0.05
2018-08-09,get amazon com alert amazon com news svp jeffrey,1.0,1.0,0.483
2018-08-09,following completion transaction senior vice president owns share company stock valued,0.0,1.0,0.362
2018-08-09,sale disclosed legal filing security exchange commission available sec website,0.0,1.0,0.328
2018-08-09,insider sold share company stock valued last ninety day,1.0,1.0,0.421
2018-08-09,monness crespi hardt reiterated buy rating set target price share amazon com report wednesday april th,1.0,1.0,0.218
2018-08-09,med initiated coverage share amazon com report wednesday april th,1.0,1.0,0.328
2018-08-09,set buy rating target price company,1.0,1.0,0.05
2018-08-09,credit suisse group reiterated buy rating share amazon com report friday april th,0.0,1.0,0.394
2018-08-09,morgan stanley reiterated buy rating set target price share amazon com report thursday april th,1.0,1.0,0.231
2018-08-09,finally goldman sachs group reiterated buy rating share amazon com report thursday april th,1.0,1.0,0.245
2018-08-09,two equity research analyst rated stock hold rating fifty given buy rating one given strong buy rating company,1.0,1.0,0.163
2018-08-09,amazon com average rating buy average target price,1.0,1.0,0.195
2018-08-09,amazon com opened thursday marketbeat rating report,1.0,1.0,0.221
2018-08-09,company quick ratio current ratio debt equity ratio,1.0,-1.0,0.263
2018-08-09,amazon com nasdaq amzn last announced earnings result thursday july th,1.0,1.0,0.145
2018-08-09,e commerce giant reported earnings per share quarter beating zacks consensus estimate,1.0,1.0,0.155
2018-08-09,amazon com net margin return equity,1.0,1.0,0.254
2018-08-09,business revenue billion quarter compared consensus estimate billion,0.0,-1.0,0.05
2018-08-09,equity analyst anticipate amazon com inc,0.0,1.0,0.254
2018-08-09,amazon com profile amazon com inc engages retail sale consumer product subscription north america internationally,1.0,1.0,0.31
2018-08-09,company operates three segment north america international amazon web service aws segment,1.0,1.0,0.134
2018-08-10,ceo successfully run one company running two company time easy ceo pull feat,1.0,1.0,0.357
2018-08-10,stitch fix bull say continue outgrow expectation suntrust robinson humphrey started coverage company buy rating friday,1.0,1.0,0.05
2018-08-10,viacom go private question mind least one analyst earlier week,0.0,-1.0,0.05
2018-08-10,amazon frw ia enhanced damage strength dexterity lightning resist socket x blue jewel,1.0,1.0,0.398
2018-08-11,adam dyson aug th amazon com inc,0.0,1.0,0.221
2018-08-11,alberg sold share company stock transaction dated monday august th,1.0,1.0,0.196
2018-08-11,transaction disclosed legal filing security exchange commission available link,0.0,1.0,0.358
2018-08-11,amazon com opened friday according marketbeat com,1.0,1.0,0.221
2018-08-11,company debt equity ratio current ratio quick ratio,1.0,-1.0,0.263
2018-08-11,company market capitalization billion price earnings ratio price earnings growth ratio beta,1.0,1.0,0.191
2018-08-11,get amazon com alert amazon com nasdaq amzn last released quarterly earnings data thursday july th,1.0,1.0,0.301
2018-08-11,e commerce giant reported earnings per share quarter topping consensus estimate,1.0,1.0,0.196
2018-08-11,amazon com return equity net margin,1.0,1.0,0.254
2018-08-11,business revenue billion quarter compared analyst expectation billion,0.0,-1.0,0.05
2018-08-11,research analyst expect amazon com inc,1.0,1.0,0.254
2018-08-11,summit trail advisor llc lifted holding amazon com st quarter,1.0,1.0,0.159
2018-08-11,summit trail advisor llc owns share e commerce giant stock worth buying additional share period,1.0,1.0,0.364
2018-08-11,cornerstone wealth management llc lifted holding amazon com nd quarter,0.0,1.0,0.38
2018-08-11,cornerstone wealth management llc owns share e commerce giant stock worth buying additional share period,1.0,1.0,0.487
2018-08-11,private advisor group llc lifted holding amazon com nd quarter,0.0,1.0,0.159
2018-08-11,private advisor group llc owns share e commerce giant stock worth buying additional share period,1.0,1.0,0.364
2018-08-11,lifted holding amazon com nd quarter,1.0,1.0,0.254
2018-08-11,owns share e commerce giant stock worth buying additional share period,1.0,1.0,0.474
2018-08-11,finally canada pension plan investment board lifted holding amazon com nd quarter,1.0,1.0,0.134
2018-08-11,canada pension plan investment board owns share e commerce giant stock worth buying additional share period,1.0,1.0,0.344
2018-08-11,institutional investor hedge fund company stock,1.0,1.0,0.05
2018-08-11,number equity analyst recently issued report company,1.0,1.0,0.178
2018-08-11,citigroup upped price objective amazon com gave stock buy rating report friday april th,1.0,1.0,0.116
2018-08-11,piper jaffray company reiterated overweight rating issued price objective share amazon com report friday july th,0.0,-1.0,0.129
2018-08-11,cascend security assumed coverage amazon com report friday may th,1.0,1.0,0.339
2018-08-11,issued buy rating price objective company,1.0,1.0,0.05
2018-08-11,credit suisse group reiterated outperform rating issued price objective share amazon com report friday april th,0.0,1.0,0.333
2018-08-11,finally well fargo co reiterated buy rating share amazon com report friday may th,1.0,1.0,0.353
2018-08-11,amazon com amazon com inc engages retail sale consumer product subscription north america internationally,1.0,1.0,0.329
2018-08-12,iso amazon torch re offer,1.0,1.0,0.298
2018-08-12,iso amazon torch re fg,1.0,1.0,0.298
2018-08-12,might sell amazonk dont really play anymore,0.0,-1.0,0.273
2018-08-13,amazon advertising could overtake aws investor need see advertising central amazon profit growth according piperjaffray,0.0,1.0,0.447
2018-08-13,nasdaq amzn share amazon hunt first close per share,1.0,1.0,0.504
2018-08-13,lisa pomrenke aug th oppenheimer reaffirmed buy rating share amazon com nasdaq amzn research note issued investor friday morning,1.0,1.0,0.187
2018-08-13,several equity research analyst also commented amzn,1.0,1.0,0.05
2018-08-13,zacks investment research upgraded share amazon com hold rating buy rating set price objective stock research report tuesday july st,1.0,1.0,0.178
2018-08-13,macquarie reiterated buy rating share amazon com research report friday june nd,1.0,1.0,0.281
2018-08-13,nomura reiterated buy rating share amazon com research report friday july th,1.0,1.0,0.281
2018-08-13,jmp security reiterated buy rating share amazon com research report thursday june st,1.0,1.0,0.387
2018-08-13,finally canaccord genuity reiterated buy rating issued price objective share amazon com research report friday april th,1.0,1.0,0.206
2018-08-13,two investment analyst rated stock hold rating fifty given buy rating one assigned strong buy rating company,1.0,1.0,0.171
2018-08-13,get amazon com alert share nasdaq amzn traded trading friday hitting,1.0,1.0,0.433
2018-08-13,share company exchanged compared average volume,1.0,1.0,0.306
2018-08-13,amazon com year low year high,1.0,1.0,0.218
2018-08-13,company debt equity ratio quick ratio current ratio,1.0,-1.0,0.263
2018-08-13,amazon com nasdaq amzn last released quarterly earnings data thursday july th,1.0,1.0,0.134
2018-08-13,e commerce giant reported eps quarter topping consensus estimate,1.0,1.0,0.05
2018-08-13,business revenue billion quarter compared analyst estimate billion,0.0,-1.0,0.05
2018-08-13,business revenue quarter compared quarter last year,0.0,-1.0,0.05
2018-08-13,sell side analyst forecast amazon com post earnings per share current fiscal year,1.0,1.0,0.262
2018-08-13,news vp shelley reynolds sold share company stock transaction dated tuesday may th,1.0,1.0,0.155
2018-08-13,following completion transaction vice president owns share company stock valued approximately,0.0,1.0,0.362
2018-08-13,last ninety day insider sold share company stock valued,1.0,1.0,0.421
2018-08-13,corporate insider company stock,1.0,1.0,0.05
2018-08-13,marcus capital llc increased position amazon com nd quarter,1.0,1.0,0.352
2018-08-13,marcus capital llc owns share e commerce giant stock worth purchasing additional share last quarter,1.0,1.0,0.364
2018-08-13,winthrop advisory group llc increased position amazon com nd quarter,1.0,1.0,0.322
2018-08-13,winthrop advisory group llc owns share e commerce giant stock worth purchasing additional share last quarter,1.0,1.0,0.344
2018-08-13,increased position amazon com nd quarter,0.0,1.0,0.487
2018-08-13,owns share e commerce giant stock worth purchasing additional share last quarter,1.0,1.0,0.441
2018-08-13,bkd wealth advisor llc increased position amazon com nd quarter,0.0,1.0,0.5
2018-08-13,bkd wealth advisor llc owns share e commerce giant stock worth purchasing additional share last quarter,1.0,1.0,0.463
2018-08-13,finally signalpoint asset management llc increased position amazon com nd quarter,0.0,1.0,0.441
2018-08-13,signalpoint asset management llc owns share e commerce giant stock worth purchasing additional share last quarter,1.0,1.0,0.444
2018-08-14,selling item inventory stash amazon,0.0,1.0,0.298
2018-08-15,amazon javelin spear skill w life gc x fg x fg resist w poison damage sc x price resist w fire damage sc x price,1.0,1.0,0.063
2018-08-15,back day befor stop playing year used part amazon basin,1.0,1.0,0.276
2018-08-15,adam dyson aug th symphony asset management llc cut stake amazon com inc,0.0,-1.0,0.129
2018-08-15,nasdaq amzn first quarter according company recent disclosure security exchange commission sec,0.0,1.0,0.179
2018-08-15,fund owned share e commerce giant stock selling share period,1.0,1.0,0.386
2018-08-15,amazon com comprises approximately symphony asset management llc portfolio making stock th largest position,1.0,1.0,0.259
2018-08-15,symphony asset management llc holding amazon com worth end recent reporting period,1.0,1.0,0.404
2018-08-15,stifel financial corp lifted position amazon com first quarter,1.0,1.0,0.175
2018-08-15,stifel financial corp owns share e commerce giant stock valued acquiring additional share last quarter,1.0,1.0,0.399
2018-08-15,lifted position amazon com first quarter,1.0,1.0,0.254
2018-08-15,owns share e commerce giant stock valued acquiring additional share last quarter,1.0,1.0,0.477
2018-08-15,lee capital management lp lifted position amazon com first quarter,1.0,1.0,0.159
2018-08-15,lee capital management lp owns share e commerce giant stock valued acquiring additional share last quarter,1.0,1.0,0.378
2018-08-15,finally well done llc purchased new stake amazon com first quarter valued,1.0,1.0,0.427
2018-08-15,get amazon com alert number brokerage recently weighed amzn,1.0,1.0,0.464
2018-08-15,citigroup boosted price target share amazon com gave company buy rating research report friday april th,1.0,1.0,0.33
2018-08-15,piper jaffray company restated overweight rating issued price objective share amazon com research note friday july th,1.0,1.0,0.191
2018-08-15,cascend security assumed coverage share amazon com research note friday may th,1.0,1.0,0.412
2018-08-15,credit suisse group restated outperform rating issued price objective share amazon com research note friday april th,1.0,1.0,0.317
2018-08-15,finally well fargo co restated buy rating share amazon com research note friday may th,1.0,1.0,0.333
2018-08-15,two research analyst rated stock hold rating fifty issued buy rating one assigned strong buy rating company,1.0,1.0,0.171
2018-08-15,following sale chief executive officer directly owns share company valued approximately,0.0,1.0,0.362
2018-08-15,last quarter insider sold share company stock worth,1.0,1.0,0.406
2018-08-15,company insider company stock,1.0,1.0,0.05
2018-08-15,share amazon com stock opened wednesday,1.0,1.0,0.494
2018-08-15,company current ratio quick ratio debt equity ratio,1.0,-1.0,0.263
2018-08-15,amazon com nasdaq amzn last issued quarterly earnings result thursday july th,1.0,1.0,0.134
2018-08-15,e commerce giant reported earnings per share eps quarter topping analyst consensus estimate,1.0,1.0,0.167
2018-08-15,business revenue compared quarter last year,0.0,-1.0,0.05
2018-08-15,see also invest growth stock want see hedge fund holding amzn visit holdingschannel com get latest f filing insider trade amazon com inc,1.0,1.0,0.228
2018-08-16,walmart earnings show physical store fend amazon walmart share soaring second quarter earnings welcome relief stock fell following retailer two previous quarterly report,0.0,1.0,0.345
2018-08-16,video people use stream people seem using amazon roku device last year,1.0,1.0,0.134
2018-08-16,e commerce revenue quarter expects hit entire fiscal year,0.0,-1.0,0.05
2018-08-16,ceo doug mcmillon optimistic company omnichannel future said much earnings release,1.0,1.0,0.187
2018-08-16,pleased customer responding way leveraging store e commerce make shopping faster convenient ceo doug mcmillon said,0.0,1.0,0.172
2018-08-16,company lowered sale guidance store outside u,0.0,-1.0,0.231
2018-08-16,disappointment q decline operating income billion billion quarter year earlier,0.0,-1.0,0.292
2018-08-16,business strong quarter international business saw operating income excluding foreign exchange drop quarter billion,0.0,-1.0,0.121
2018-08-16,walmart success last july highlighted reason thought walmart hold candle amazon nasdaq amzn,1.0,1.0,0.329
2018-08-16,end day least come prime,1.0,1.0,0.05
2018-08-16,compare broker paraphrasing scotty star trek walmart giving got captain still enough keep jeff bezos company,0.0,1.0,0.138
2018-08-16,retailer size including walmart amazon working hard figure last mile,1.0,1.0,0.153
2018-08-16,amazon debate come critical piece e commerce puzzle still much air wrote july,1.0,1.0,0.121
2018-08-16,article printed investorplace medium http investorplace com maybe walmart hold candle amazon,1.0,1.0,0.134
2018-08-16,come time crowd get ahead,1.0,1.0,0.05
2018-08-16,amzn stock monthly chart click enlarge monthly chart amzn stock show share become increasingly popular past year,1.0,1.0,0.25
2018-08-16,since breaking smallish flat base last september amazon technical path continued high turned nearly parabolic,1.0,1.0,0.108
2018-08-16,could say share look technically baseless history indication today overly friendly price trend amazon increasingly risk larger correction,1.0,1.0,0.306
2018-08-16,amazon stock bear bull long put butterfly view amzn stock look great chart risk technically getting long exposure discount make sense,1.0,1.0,0.224
2018-08-16,amazon corrects double digit spread could explode price cent credit profit north correction november expiration developed,1.0,1.0,0.356
2018-08-16,equivalent breaking even nearly amazon time high,1.0,1.0,0.221
2018-08-16,article printed investorplace medium http investorplace com prime deal amzn stock trader,1.0,1.0,0.05
2018-08-17,adam dyson aug th bernicke wealth management ltd,0.0,1.0,0.314
2018-08-17,cut holding share amazon com inc,1.0,1.0,0.433
2018-08-17,nasdaq amzn st quarter holdingschannel com report,1.0,1.0,0.05
2018-08-17,institutional investor owned share e commerce giant stock selling share quarter,1.0,1.0,0.355
2018-08-17,amazon com comprises bernicke wealth management ltd holding making stock th largest position,1.0,1.0,0.308
2018-08-17,bernicke wealth management ltd holding amazon com worth end recent quarter,1.0,1.0,0.459
2018-08-17,palladium partner llc raised holding amazon com st quarter,1.0,1.0,0.175
2018-08-17,palladium partner llc owns share e commerce giant stock worth purchasing additional share last quarter,1.0,1.0,0.364
2018-08-17,increased stake share amazon com st quarter,1.0,1.0,0.6
2018-08-17,adv increased stake share amazon com st quarter,1.0,1.0,0.545
2018-08-17,adv owns share e commerce giant stock valued acquiring additional share last quarter,1.0,1.0,0.448
2018-08-17,oxbow advisor llc increased stake share amazon com th quarter,1.0,1.0,0.462
2018-08-17,oxbow advisor llc owns share e commerce giant stock valued acquiring additional share last quarter,1.0,1.0,0.399
2018-08-17,finally reilly financial advisor llc increased stake share amazon com st quarter,1.0,1.0,0.4
2018-08-17,reilly financial advisor llc owns share e commerce giant stock valued acquiring additional share last quarter,1.0,1.0,0.378
2018-08-17,hedge fund institutional investor company stock,1.0,1.0,0.05
2018-08-17,get amazon com alert amzn opened friday,1.0,1.0,0.438
2018-08-17,amazon com nasdaq amzn last posted quarterly earnings data thursday july th,1.0,1.0,0.134
2018-08-17,e commerce giant reported earnings per share eps quarter topping zacks consensus estimate,1.0,1.0,0.167
2018-08-17,firm revenue billion quarter compared consensus estimate billion,0.0,-1.0,0.05
2018-08-17,analyst expect amazon com inc,1.0,1.0,0.298
2018-08-17,susquehanna bancshares lifted price objective share amazon com research note friday april th,1.0,1.0,0.262
2018-08-17,royal bank canada reiterated rating share amazon com research note wednesday july th,1.0,1.0,0.262
2018-08-17,wedbush set price objective share amazon com gave company buy rating research note friday april th,1.0,1.0,0.218
2018-08-17,aegis reiterated buy rating issued price objective previously share amazon com research note friday april th,1.0,1.0,0.218
2018-08-17,finally suntrust bank lifted price objective share amazon com gave company buy rating research note friday april th,1.0,1.0,0.196
2018-08-17,company currently consensus rating buy average price target,1.0,1.0,0.05
2018-08-17,amazon com news director tom,1.0,1.0,0.298
2018-08-17,alberg sold share amazon com stock transaction monday august th,1.0,1.0,0.328
2018-08-17,ryder sold share amazon com stock transaction wednesday august st,1.0,1.0,0.328
2018-08-17,following transaction director directly owns share company valued,0.0,1.0,0.459
2018-08-17,insider sold total share company stock worth last ninety day,1.0,1.0,0.339
2018-08-17,currently aapl sport trillion market cap meaning lost trillion apple would still fairly large company,0.0,-1.0,0.141
2018-08-17,amzn likely becomes second trillion dollar company medium frenzy magnitude,0.0,-1.0,0.204
2018-08-17,aapl proved right leadership focus work even big dog compete today agility centric business environment,0.0,-1.0,0.05
2018-08-17,instance first company hit billion market cap u,1.0,1.0,0.05
2018-08-17,publicly traded company essentially living entity,0.0,-1.0,0.05
2018-08-17,many time gone aapl earnings report compare iphone growth rate year past invariably metric disappointing smartphones longer novel device,0.0,-1.0,0.133
2018-08-17,compare broker let forget ironically apple greatest product success came second,1.0,1.0,0.444
2018-08-17,indeed apple invent computer,1.0,1.0,0.05
2018-08-17,learned anything history company levered significantly toward one product vulnerable competition,1.0,-1.0,0.16
2018-08-17,starter primary e commerce business unlikely fall victim competition,0.0,-1.0,0.231
2018-08-17,fact quite opposite amazon ruthlessly disrupted retail sector,0.0,1.0,0.22
2018-08-17,powerful amzn company synonymous concept e commerce,1.0,1.0,0.359
2018-08-17,example amazon apple dominates smart speaker market share u,1.0,1.0,0.661
2018-08-17,amazon run business always trying prove something,1.0,1.0,0.221
2018-08-17,opinion apple appears idea unless somebody else come something improve upon,1.0,1.0,0.225
2018-08-17,company demonstrated elite class,0.0,-1.0,0.05
2018-08-17,article printed investorplace medium http investorplace com apple race amazon owns competition,1.0,1.0,0.134
2018-08-18,amazon theater amazon reportedly looking buy indie focused landmark theater chain currently owned wagner cuban co,1.0,1.0,0.378
2018-08-18,move happens still might would give amazon brick mortar distribution network content,0.0,1.0,0.134
2018-08-18,interestingly news talk boosted shared amc cinemark basis showed amazon trying destroy traditional cinema experience,0.0,-1.0,0.154
2018-08-18,lisa pomrenke aug th amazon com inc,0.0,1.0,0.221
2018-08-18,following sale chief financial officer owns share company stock valued,0.0,1.0,0.389
2018-08-18,company trading volume share compared average volume,1.0,1.0,0.268
2018-08-18,company market capitalization billion price earnings ratio peg ratio beta,1.0,1.0,0.05
2018-08-18,get amazon com alert amazon com nasdaq amzn last issued quarterly earnings data thursday july th,1.0,1.0,0.301
2018-08-18,firm revenue compared quarter last year,0.0,-1.0,0.05
2018-08-18,analyst forecast amazon com inc,1.0,1.0,0.298
2018-08-18,number equity research analyst commented amzn share,1.0,1.0,0.412
2018-08-18,loop capital raised price objective amazon com gave stock buy rating research report friday april th,1.0,1.0,0.102
2018-08-18,piper jaffray company raised price objective amazon com gave stock overweight rating research report tuesday july th,1.0,1.0,0.089
2018-08-18,morgan stanley set price objective amazon com gave stock buy rating research report saturday june th,1.0,1.0,0.102
2018-08-18,valuengine lowered amazon com buy rating hold rating research report thursday august nd,1.0,1.0,0.12
2018-08-18,finally jefferies financial group restated buy rating share amazon com research report monday july th,1.0,1.0,0.231
2018-08-18,two analyst rated stock hold rating fifty assigned buy rating one given strong buy rating company stock,1.0,1.0,0.171
2018-08-18,ledyard national bank increased position amazon com th quarter,1.0,1.0,0.352
2018-08-18,ledyard national bank owns share e commerce giant stock worth buying additional share period,1.0,1.0,0.387
2018-08-18,fintrust investment advisory service llc increased position amazon com th quarter,1.0,1.0,0.297
2018-08-18,fintrust investment advisory service llc owns share e commerce giant stock worth buying additional share period,1.0,1.0,0.344
2018-08-18,bought new position amazon com th quarter worth approximately,1.0,1.0,0.34
2018-08-18,matisse capital increased position amazon com th quarter,1.0,1.0,0.388
2018-08-18,matisse capital owns share e commerce giant stock worth buying additional share period,1.0,1.0,0.412
2018-08-18,finally dimension capital management llc increased position amazon com th quarter,1.0,1.0,0.297
2018-08-18,dimension capital management llc owns share e commerce giant stock worth buying additional share period,1.0,1.0,0.364
2018-08-18,amazon com company profile amazon com inc engages retail sale consumer product subscription north america internationally,1.0,1.0,0.293
2018-08-18,amazon pioneered e commerce stole significant market share traditional retailer one world largest retailer,1.0,1.0,0.363
2018-08-18,amazon pioneered cloud service stole significant market share traditional player world largest cloud company,1.0,1.0,0.341
2018-08-18,amazon attempting pioneer omni channel commerce grocery sector,1.0,1.0,0.195
2018-08-18,history repeat amazon steal significant market share traditional grocer eventually become one world largest grocer,1.0,1.0,0.286
2018-08-18,indeed successive disruption allowed amazon maintain roughly plus revenue growth rate decade,1.0,1.0,0.379
2018-08-18,anything pace amazon disruption picking,1.0,1.0,0.236
2018-08-18,amazon keep disrupting type relentless com,1.0,1.0,0.42
2018-08-18,way back day amazon idea founder jeff bezos thought naming company relentless,1.0,1.0,0.225
2018-08-18,anyone familiar company amazon relentless synonymous,0.0,1.0,0.42
2018-08-18,bezos company nothing short relentless pursuit dominating multiple market online retail video streaming cloud service offline retail,0.0,-1.0,0.257
2018-08-18,instead look like amazon take pursuit next level,1.0,1.0,0.412
2018-08-18,track record stand anything amazon continue relentless likely aggressively pursue several disruption,1.0,1.0,0.185
2018-08-18,era amazon disruption far,1.0,1.0,0.274
2018-08-18,amazon stock keep powering higher long amazon keep disrupting amzn stock head higher,1.0,1.0,0.236
2018-08-18,disruption give amazon much firepower grow long term keep growth rate high mature business slow,1.0,1.0,0.345
2018-08-18,compare broker example amazon online retail business naturally slowing due scale,0.0,1.0,0.145
2018-08-18,word amazon keep growing define exclusively e commerce company,0.0,1.0,0.362
2018-08-18,instead technology company finger tip essentially every industry matter,0.0,1.0,0.121
2018-08-18,put together amazon addressable market trillion plus growing,0.0,1.0,0.362
2018-08-18,bottom line amzn stock long amazon keep disrupting amzn stock head higher,1.0,1.0,0.134
2018-08-18,come point valuation legitimate concern business,1.0,1.0,0.05
2018-08-18,long amazon keep disrupting point,1.0,1.0,0.298
2018-08-18,article printed investorplace medium http investorplace com amazon stock keep winning long keep disrupting,1.0,1.0,0.298
2018-08-19,lede working last dossier clever effective winning pattern p using option today examine similar approach amazon com nasdaq amzn,1.0,1.0,0.444
2018-08-19,tap see back test finally completeness last year tap see back test try simply used trade machine custom strategy builder,1.0,1.0,0.05
2018-08-19,become expert strategy building watching video accessed link directly custom strategy button,1.0,1.0,0.05
2018-08-19,custom strategy used p used amazon,0.0,1.0,0.298
2018-08-19,tap link become option expert,1.0,1.0,0.05
2018-08-20,company still sell dvrs including voice controlled k bolt age streaming video tech giant worth fraction era market cap,1.0,1.0,0.101
2018-08-20,amazon frank would connect wirelessly amazon fire tv streamer would allow user stream recorded video smartphone could watch convenience,1.0,1.0,0.233
2018-08-20,frank would put amazon direct competition tivo service like slingbox,0.0,1.0,0.344
2018-08-20,bloomberg source say amazon tivo equivalent cooked company infamous lab r facility,1.0,1.0,0.145
2018-08-20,team developed key hardware amazon including kindle e reader kindle fire tablet fire tv video streamer amazon echo smart speaker,1.0,1.0,0.245
2018-08-20,bloomberg also note amazon decided whether pull trigger frank possible project may never see light day,1.0,1.0,0.102
2018-08-20,still news amazon frank enough jolt tivo stock investor reacted possibility giant tech company invading tivo market,1.0,1.0,0.096
2018-08-20,would amazon want take tivo question asked would amzn release amazon tivo competitor like consumer snapping dvrs day,1.0,1.0,0.34
2018-08-20,amazon may simple adding yet another component tie consumer goal hub smart home,1.0,1.0,0.286
2018-08-20,information could help company choose new original video release,1.0,1.0,0.417
2018-08-20,company manufacturing relationship scale amazon frank could undoubtedly produced low cost,0.0,-1.0,0.164
